id,word
1293172,"溥仪,尊龙,饰,一生,电影,中,娓娓,娓娓道来,三岁,登基,年幼,眼光,中,大臣,身上,一只,蝈蝈,江山,心中,一个,不明,名词,长大,变革,却,太监,一把,火烧,朝廷,账本,大清,江山,主人,却,做,日本,人,傀儡,解放,解放后,坐,上,苏联,回来,火车,身边,押送,监视,解放,解放军,猜测,难逃,难逃一死,便,躲,狭小,卫生,卫生间,里,割脉,自杀,死,火车,上,命运,嘲笑,还,文革,风风,风雨,风风雨雨,身上,留下,斑斑,伤痕,贝纳尔,贝托鲁奇,贝纳尔,贝托鲁奇,马克,派,普罗,尊龙,陈冲,邬君梅,彼得,奥,图尔,英若诚,吴涛,黄,自强,丹尼,尼斯,丹尼斯,邓,坂本龙,马吉,汉,里克,扬,田川,洋行,苟杰德,理查,查德,理查德,吴,皱,缇,格,凯歌,陈凯歌,卢燕,区,亨利,陈述,鲍皓昕,黄文捷,邵茹贞,亨利,基,张良斌,梁冬,坦丁,康斯坦,康斯坦丁,格雷,戈里,格雷戈,格雷戈里,黄汉琪,王涛,宋怀桂,蔡鸿翔,程淑艳,张天民,剧情,传记,历史,英国,末代,皇帝,代皇帝,末代皇帝,末代皇帝,尊龙,陈冲,邬君梅,彼得·奥图尔,英若诚,吴涛,黄自强,丹尼斯·邓,坂本龙一,马吉·汉,里克·扬,田川洋行,苟杰德,理查德·吴,皱缇格,陈凯歌,卢燕,区亨利,陈述,鲍皓昕,黄文捷,邵茹贞,亨利·基,张良斌,梁冬,康斯坦丁·格雷戈里,黄汉琪,王涛,宋怀桂,蔡鸿翔,程淑艳,张天民,剧情,传记,历史"
1292052,"一场,谋杀,谋杀案,使,银行,行家,银行家,安迪,蒂姆,•,罗宾,罗宾斯,Tim,Robbins,饰,蒙冤,入狱,谋杀,妻子,情人,指控,囚禁,终生,肖申克,监狱,首次,现身,就让,监狱,大哥,瑞德,摩根,•,弗里,曼,Morgan,Freeman,饰,相看,另眼相看,瑞德,搞,一把,石锤,一幅,明星,女明星,海报,两人,渐成,患难,之交,很快,安迪,监狱,里,大显,其才,担当,监狱,图书,管理,管理员,利用,金融,知识,监狱,官,避税,典狱,狱长,典狱长,招致,麾下,典狱,狱长,典狱长,洗,黑钱,偶然,得知,一名,新,入狱,小偷,作证,帮,洗脱,谋杀,谋杀罪,燃起,一丝,希望,安迪,找到,典狱,狱长,典狱长,希望,帮,翻案,阴险,伪善,狱长,假装,答应,安迪,背后,却,派,人,杀死,小偷,唯一,合法,出狱,希望,泯灭,沮丧,安迪,绝望,一个,电闪,雷鸣,电闪雷鸣,风雨,夜,一场,暗藏,几十,十年,几十年,越狱,计划,自我,救赎,重获,自由,朋友,老朋友,瑞德,鼓舞,下,勇敢,地奔,自由,本片,1995,年,奥,...,兰克,弗兰克,德拉,邦特,兰克,弗兰克,德拉,邦特,斯蒂芬,金,蒂姆,罗宾,罗宾斯,摩根,弗里,曼,鲍勃,冈顿,威廉,姆,赛,德勒,克兰,兰西,克兰西,布朗,吉尔,贝,罗斯,马克,罗斯,顿,詹姆斯,惠特摩,弗里,杰弗里,德曼,拉里,布兰,兰登,布兰登,伯格,尼尔,吉恩,托利,布赖,布赖恩,利比,大卫,普罗,瓦尔,约瑟,瑟夫,约瑟夫,劳格,诺,祖德,塞克,利拉,保罗,麦克,兰尼,芮妮,莱恩,布莱恩,阿方索,弗里,曼,V,J,福斯,斯特,福斯特,兰克,弗兰克,梅,德拉,拉诺,德拉诺,马克,迈尔,尔斯,迈尔斯,尼尔,默斯,萨默斯,耐德,巴拉,米,布赖,布赖恩,戴,拉特,唐,麦克,马纳斯,剧情,犯罪,美国,肖申克,救赎,肖申克的救赎,蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,威廉姆·赛德勒,克兰西·布朗,吉尔·贝罗斯,马克·罗斯顿,詹姆斯·惠特摩,杰弗里·德曼,拉里·布兰登伯格,尼尔·吉恩托利,布赖恩·利比,大卫·普罗瓦尔,约瑟夫·劳格诺,祖德·塞克利拉,保罗·麦克兰尼,芮妮·布莱恩,阿方索·弗里曼,V·J·福斯特,弗兰克·梅德拉诺,马克·迈尔斯,尼尔·萨默斯,耐德·巴拉米,布赖恩·戴拉特,唐·麦克马纳斯,剧情,犯罪"
1295644,"里昂,雷诺,饰,名,孤独,职业,杀手,职业杀手,受人,雇佣,邻居,居家,邻居家,小姑,姑娘,小姑娘,马,蒂尔,达,纳塔丽,波特,特曼,波特曼,饰,敲开,房门,暂避,杀身,杀身之祸,邻居,居家,邻居家,主人,警方,缉毒,组,眼线,只,贪污,一小,小包,一小包,毒品,遭恶警,加里,奥德,德曼,奥德曼,饰,杀害,全家,惩罚,马,蒂尔,达,里昂,留救,幸免,免于,幸免于难,留在,里昂,里昂,教,小女,女孩,小女孩,使枪,教,里昂,法文,两人,关系,日趋,亲密,相处,融洽,女孩,想着,去,报仇,反倒,抓,里昂,赶到,女孩,救回,混杂,混杂着,哀怨,情仇,正邪,之战,渐次,升级,更大,冲突,难免,在所难免,吕克,贝松,吕克,贝松,雷诺,娜塔,娜塔莉,波特,特曼,波特曼,加里,奥德,德曼,奥德曼,丹尼,爱罗,彼得,佩尔,阿佩尔,迈克,克尔,迈克尔,巴达,鲁科,艾伦,格里,尼,丽莎,伊丽莎白,瑞根,卡尔,马,图斯,维奇,兰克,弗兰克,赛格,麦温,乔治,马丁,罗伯特,拉萨,亚当,布斯,奇,马里,里奥,马里奥,托,迪斯科,萨米,纳,塞利,剧情,动作,犯罪,法国,杀手,不,太冷,这个杀手不太冷,让·雷诺,娜塔莉·波特曼,加里·奥德曼,丹尼·爱罗,彼得·阿佩尔,迈克尔·巴达鲁科,艾伦·格里尼,伊丽莎白·瑞根,卡尔·马图斯维奇,弗兰克·赛格,麦温,乔治·马丁,罗伯特·拉萨多,亚当·布斯奇,马里奥·托迪斯科,萨米·纳塞利,剧情,动作,犯罪"
1292720,"阿甘,汤姆,克斯,汉克斯,饰,二战,结束,后,出生,美国,南方,阿拉,拉巴,巴马,巴马州,阿拉巴马州,一个,闭塞,小镇,先天,弱智,智商,75,妈妈,一个,性格,坚强,女性,鼓励,阿甘,傻人,傻福,自强,不息,自强不息,阿甘像,孩子,上学,一生,朋友,至爱,珍妮,罗宾,莱特,潘,饰,珍妮,妈妈,爱护,下,阿甘,凭着,上帝,赐予,飞毛腿,一生,不停,奔跑,阿甘,橄榄,橄榄球,巨星,越战,英雄,乒乓,乒乓球,外交,使者,亿万,富翁,亿万富翁,始终,不了,忘不了,珍妮,几次,匆匆,相聚,离别,更是,加深,阿甘,思念,阿甘,收到,珍妮,信,终于,见面,罗伯特,泽米,吉斯,埃里,里克,埃里克,罗思,温斯顿,格鲁姆,汤姆,克斯,汉克斯,罗宾,怀特,加里,西,尼斯,麦,凯尔,泰,威廉,逊,莎莉,菲尔,尔德,菲尔德,海利,乔,奥斯蒙,迈克,克尔,迈克尔,康纳,亨,弗里,里斯,弗里斯,哈罗,哈罗德,G,赫瑟姆,山姆,安德森,伊俄涅,M,特雷奇,彼得,道,博森,希芳,法隆,丽莎,伊丽莎白,克斯,汉克斯,汉娜,豪尔,克里,里斯,斯托,克里斯,里斯托,斯托弗,克里斯托弗,琼斯,罗布,兰德,里,杰森,麦克,奎尔,桑尼,施罗耶,艾德,维斯,戴维斯,丹尼,尼尔,丹尼尔,C,.,斯瑞,派克,大卫,布里,里斯,布里斯,宾,德,博拉,麦克,蒂尔,艾尔,哈林顿,阿非,莫,奥,米拉,约翰,沃德,斯塔,塔德,斯塔德,迈克,克尔,迈克尔,吉斯,伯吉斯,埃里,里克,埃里克,安,德伍德,拜伦,明斯,斯蒂芬,布,吉格,沃特,约翰,威廉,高,尔特,希拉,拉里,希拉里,沙,普兰,贝尔,莎贝尔,伊莎贝尔,罗斯,理查,查德,理查德,达,历山,历山德,罗,迪克,史迪威,迈克,克尔,迈克尔,杰斯,弗里,杰弗里,莱克,布莱克,瓦妮,莎,罗斯,迪克,卡,维特,马拉,苏查,雷特扎,乔,阿拉,拉斯,阿拉斯,奇,W,本森,泰瑞,剧情,爱情,美国,正传,阿甘正传,阿甘正传,汤姆·汉克斯,罗宾·怀特,加里·西尼斯,麦凯尔泰·威廉逊,莎莉·菲尔德,海利·乔·奥斯蒙,迈克尔·康纳·亨弗里斯,哈罗德·G·赫瑟姆,山姆·安德森,伊俄涅·M·特雷奇,彼得·道博森,希芳·法隆,伊丽莎白·汉克斯,汉娜·豪尔,克里斯托弗·琼斯,罗布·兰德里,杰森·麦克奎尔,桑尼·施罗耶,艾德·戴维斯,丹尼尔C.斯瑞派克,大卫·布里斯宾,德博拉·麦克蒂尔,艾尔·哈林顿,阿非莫·奥米拉,约翰·沃德斯塔德,迈克尔·伯吉斯,埃里克·安德伍德,拜伦·明斯,斯蒂芬·布吉格沃特,约翰·威廉·高尔特,希拉里·沙普兰,伊莎贝尔·罗斯,理查德·达历山德罗,迪克·史迪威,迈克尔-杰斯,杰弗里·布莱克,瓦妮莎·罗斯,迪克·卡维特,马拉·苏查雷特扎,乔·阿拉斯奇,W·本森·泰瑞,剧情,爱情"
3541415,"道姆,柯布,莱昂,昂纳,莱昂纳多,迪卡,普里,奥,Leonardo,DiCaprio,饰,同事,阿瑟,约瑟,瑟夫,约瑟夫,戈登,莱维,特,Joseph,Gordon,Levitt,饰,纳什,卢卡,卡斯,卢卡斯,哈斯,Lukas,Haas,饰,针对,日本,能源,大亨,齐藤,渡边,谦,饰,盗,梦,中,失败,反,齐藤,利用,齐藤,威逼,利诱,威逼利诱,因遭,通缉,流亡,海外,流亡海外,柯布,帮,拆分,竞争,对手,竞争对手,公司,极端,措施,唯一,继承,继承人,罗伯特,希尔,费希尔,希,里安,墨菲,Cillian,Murphy,饰,深层,意识,潜意识,中种,下,放弃,家族,公司,自立,门户,自立门户,想法,重返,美国,柯布,偷偷,求助,助于,求助于,岳父,迈尔,尔斯,迈尔斯,迈克,克尔,迈克尔,凯恩,Michael,Caine,饰,吸收,年轻,梦境,设计,设计师,艾里,阿德,妮,艾伦,佩吉,Ellen,Page,饰,梦境,演员,艾姆斯,汤姆,哈迪,Tom,Hardy,饰,药剂,药剂师,约瑟,瑟夫,约瑟夫,迪利普,劳,Dileep,Rao,饰,一层,层层,一层层,...,克里,里斯,斯托,克里斯,里斯托,斯托弗,克里斯托弗,诺兰,克里,里斯,斯托,克里斯,里斯托,斯托弗,克里斯托弗,诺兰,莱昂,昂纳,莱昂纳多,迪卡,普里,奥,约瑟,瑟夫,约瑟夫,高登,莱维,特,艾,利奥,特,佩吉,汤姆,哈迪,渡边,谦,迪利普,劳,基里,安,墨菲,汤姆,贝伦杰,玛丽,昂,歌迪亚,皮特,波斯,尔思,韦特,迈克,克尔,迈克尔,凯恩,卢卡,卡斯,卢卡斯,哈斯,李太力,克莱,莱尔,克莱尔,吉尔蕾,马格努斯,诺兰,泰勒,吉蕾,乔纳森,吉尔,水源,士郎,冈本玉二,厄尔,卡梅伦,瑞恩,海沃德,米兰,米兰达,诺兰,拉什,费加,蒂姆,科勒赫,妲,露拉,莱莉,剧情,科幻,悬疑,冒险,美国,盗梦,空间,盗梦空间,莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾利奥特·佩吉,汤姆·哈迪,渡边谦,迪利普·劳,基里安·墨菲,汤姆·贝伦杰,玛丽昂·歌迪亚,皮特·波斯尔思韦特,迈克尔·凯恩,卢卡斯·哈斯,李太力,克莱尔·吉尔蕾,马格努斯·诺兰,泰勒·吉蕾,乔纳森·吉尔,水源士郎,冈本玉二,厄尔·卡梅伦,瑞恩·海沃德,米兰达·诺兰,拉什·费加,蒂姆·科勒赫,妲露拉·莱莉,剧情,科幻,悬疑,冒险"
3742360,"民国,年间,花钱,捐得,县长,马,邦德,葛优,饰,携妻,刘嘉玲,饰,随从,走马,马上,上任,走马上任,途经,南国,某地,遭,劫匪,张,麻子,姜文,饰,一伙,伏击,随从,尽死,只,夫妻,二人,侥幸,活命,马为,保命,谎称,县长,汤,师爷,汤,师爷,许下,财富,动,张,麻子,摇身,摇身一变,化身,县长,带,手下,赶赴,鹅城,上任,有道是,皇帝,天高皇帝远,鹅城,地处,偏僻,一方,霸主,黄四郎,周润,周润发,饰,遮天,只手遮天,全然,不,新来,县长,放在,眼里,放在眼里,张,麻子,痛打,黄,武,教头,姜武,饰,黄则,设计,害死,张,义子,小六,张默,饰,原本,只想,赚钱,马,邦德,不到,想不到,竟会,卷入,这场,土匪,恶霸,角力,之中,鹅城,上空,愁云,密布,血雨,血雨腥风,难免,在所难免,本片,马识途,小说,夜谭,十记,中,盗官记,一章,改编,姜文,朱苏进,述平,姜文,郭俊立,危笑,李不空,马识途,姜文,葛优,周润,周润发,刘嘉玲,陈坤,张默,姜武,周韵,廖凡,姚橹,邵兵,苗圃,冯小刚,胡军,马珂,白冰,杜奕衡,李静,胡明,危笑,杨奇雨,赵铭,剧情,喜剧,动作,西部,中国,子弹,飞,让子弹飞,姜文,葛优,周润发,刘嘉玲,陈坤,张默,姜武,周韵,廖凡,姚橹,邵兵,苗圃,冯小刚,胡军,马珂,白冰,杜奕衡,李静,胡明,危笑,杨奇雨,赵铭,剧情,喜剧,动作,西部"
1292215,"艾米莉,奥黛丽,塔图,Audrey,Tautou,饰,别人,不幸,童年,父亲,做,健康,检查,健康检查,时,发现,心跳,过快,便,断定,患上,心脏,心脏病,从此,艾米莉,学校,绝缘,随后,一桩,意外,母亲,眼前,死去,都,影响,艾米莉,生活,豁达,乐观,1997,年,安娜,戴安娜,王妃,去世,倍感,人生,孤独,脆弱,艾米莉,从此,一系,系列,一系列,助人,计划,包括,自闭,忧郁,邻居,老人,老板,刻薄,菜摊,伙计,遗失,童年,器物,旧,房东,爱情,失意,咖啡,咖啡店,同事,万万,不到,想不到,成人,录象,录象带,商店,店员,尼诺,马修,卡索维,Mathieu,Kassovitz,饰,竟,棘手,对象,艾米莉,令人,哭笑不得,另类,计划,皮埃尔,热内,纪尧姆,洛朗,皮埃尔,热内,奥黛丽,塔图,马修,卡索,维茨,吕,菲斯,洛,莱拉,克拉,沃塔,塞尔,梅林,贾梅尔,杜布兹,克,洛蒂,尔德,莫,莱特,克莱,莱尔,克莱尔,莫里,耶,贝尔,莎贝尔,伊莎贝尔,南蒂,多米,尼克,多米尼克,皮侬,阿尔,蒂斯,德,彭居埃恩,友兰达,梦露,于尔班,康,塞利,埃,莫里,里斯,莫里斯,贝尼舒,米歇尔,罗班,安德烈,达芒,洛德,克洛德,佩隆,阿尔梅尔,迪基,奥尔加,凯文,迪亚士,弗洛,弗洛拉,吉耶,阿莫,里,巴博尔,欧仁,贝蒂埃,达,里,马克,阿米,约,剧情,喜剧,爱情,法国,天使,爱美,美丽,爱美丽,天使爱美丽,奥黛丽·塔图,马修·卡索维茨,吕菲斯,洛莱拉·克拉沃塔,塞尔·梅林,贾梅尔·杜布兹,克洛蒂尔德·莫莱特,克莱尔·莫里耶,伊莎贝尔·南蒂,多米尼克·皮侬,阿尔蒂斯·德·彭居埃恩,友兰达·梦露,于尔班·康塞利埃,莫里斯·贝尼舒,米歇尔·罗班,安德烈·达芒,克洛德·佩隆,阿尔梅尔,迪基·奥尔加多,凯文·迪亚士,弗洛拉·吉耶,阿莫里·巴博尔,欧仁·贝蒂埃,让·达里,马克·阿米约,剧情,喜剧,爱情"
1652587,"中,负伤,下身,瘫痪,前,海军,战士,杰克,萨利,萨姆,沃辛顿,Sam,Worthington,饰,死去,同胞,哥哥,来到,多拉,潘多拉,星,操纵,蕾丝,格蕾丝,博士,西格,妮,韦弗,Sigourney,Weaver,饰,人类,基因,人类基因,当地,纳美,部族,基因,创造,出,阿凡,达,混血,生物,杰克,目的,打入,纳美,部落,外交,说服,自愿,离开,世代,居住,家园,SecFor,公司,砍伐,殆尽,地区,原始,森林,原始森林,开采,地下,昂贵,矿,探索,多拉,潘多拉,星,过程,中,杰克,纳美,部落,公主,娜蒂瑞,佐伊,索尔,索尔达,娜,Zoe,Saldana,饰,学习,纳美人,生存,技能,对待,自然,态度,与此,SecFor,公司,经理,军方,代表,上校,迈尔,尔斯,迈尔斯,史蒂芬,朗,Stephen,Lang,饰,丧失,耐心,诉诸,武力,诉诸武力,驱赶,纳美人,本片,采用,3D,技术,拍摄,共,耗资,5,美元,亿美元,制作,发行,电影,电影史,上,最为,昂贵,作品,本片,荣获,...,詹姆斯,卡梅隆,詹姆斯,卡梅隆,萨姆,沃辛顿,佐伊,索尔,索尔达,娜,西格,妮,韦弗,史蒂芬,朗,米歇尔,德里,里格,罗德里,罗德里格,兹,吉奥,瓦尼,瑞,比西,乔,大卫,摩尔,希,庞德,韦斯,斯塔,迪,拉兹,阿隆索,迪利普,劳,马特,杰拉,拉德,杰拉德,肖恩,安东,安东尼,莫兰,杰森,怀特,科特,斯科特,伦斯,劳伦斯,凯利,基尔,戈,詹姆斯,皮特,肖恩,帕特,特里,里克,帕特里,帕特里克,墨菲,彼得,狄龙,凯文,多曼,凯尔,凯尔森,亨德,亨德森,大卫,范,霍恩,雅克,布,毛里,托毛里,Julene,Renee,卢克,霍克,伍迪,尔茨,舒尔茨,彼得,门萨,伊拉,拉姆,伊拉姆,崔,黛,布拉,威尔,威尔逊,Chris,Mala,马修,张伯伦,詹姆斯,盖林,拉斯,拉斯科,阿特,阿特金,斯,J,ø,rn,Benzon,罗文,贝特,杰曼,Robert,Catto,罗德尼,库克,Nicole,Dionne,安东,安东尼,英,格鲁伯,蒂姆,卡诺,卡米,米尔,卡米尔,基南,迪恩,诺斯,利,Emma,Law,动作,科幻,冒险,美国,阿凡,达,阿凡达,萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗,史蒂芬·朗,米歇尔·罗德里格兹,吉奥瓦尼·瑞比西,乔·大卫·摩尔,希·庞德,韦斯·斯塔迪,拉兹·阿隆索,迪利普·劳,马特·杰拉德,肖恩·安东尼·莫兰,杰森·怀特,斯科特·劳伦斯,凯利·基尔戈,詹姆斯·皮特,肖恩·帕特里克·墨菲,彼得·狄龙,凯文·多曼,凯尔森·亨德森,大卫·范·霍恩,雅克布·托毛里,JuleneRenee,卢克·霍克,伍迪·舒尔茨,彼得·门萨,伊拉姆·崔,黛布拉·威尔逊,ChrisMala,马修张伯伦,詹姆斯·盖林,拉斯科·阿特金斯,JørnBenzon,罗文·贝特杰曼,RobertCatto,罗德尼·库克,NicoleDionne,安东尼·英格鲁伯,蒂姆·卡诺,卡米尔·基南,迪恩·诺斯利,EmmaLaw,动作,科幻,冒险"
1292001,"本片,讲述,一个,钢琴,天才,传奇,一生,1900,年,Virginian,号,豪华,邮轮,上,一个,孤儿,遗弃,被遗弃,头等,头等舱,船上,水手,抚养,长大,取名,1900,蒂姆,•,罗斯,饰,1900,慢慢,长大,显示,出,自通,无师自通,非凡,钢琴,天赋,船上,乐队,表演,钢琴,听过,演奏,人,都,深深,打动,爵士,爵士乐,鼻祖,杰尼,听说,1900,高超,技艺,上船,比赛,自叹弗如,黯然,离去,可惜,事情,都,发生,海上,1900,从来,从来不,愿,踏上,陆地,爱,上,一个,女孩,情愫,琴键,上,流淌,他会,爱情,踏上,陆地,新,生活,琴声,惊艳,世界,谱写,非凡,人生,朱塞佩,托纳多雷,亚利桑,德罗,巴里,克,朱塞佩,托纳多雷,蒂姆,罗斯,普路特,泰勒,文斯,比尔,努恩,克兰,伦斯,威廉,廉姆斯,威廉姆斯,三世,梅兰,尼,蒂,埃里,皮特,沃恩,尼尔,布赖,布赖恩,奥布赖恩,阿尔贝,阿尔贝托,巴斯,巴斯克,斯,加布,布里,加布里,埃莱,维亚,拉维亚,科里,巴克,西德,西德尼,科尔,Luigi,De,Luca,古拉,尼古拉,迪,平托,费米,依鲁福祖,伊斯,伊斯顿,盖奇,凯文,麦克,纳利,莱恩,布莱恩,普林格,沙拉,鲁宾,希,思科,特,威廉,廉姆斯,威廉姆斯,阿妮,妲,扎格,利亚,安吉,洛,迪洛雷塔,剧情,音乐,大利,意大利,海上,钢琴,琴师,钢琴师,海上钢琴师,蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,克兰伦斯·威廉姆斯三世,梅兰尼·蒂埃里,皮特·沃恩,尼尔·奥布赖恩,阿尔贝托·巴斯克斯,加布里埃莱·拉维亚,科里·巴克,西德尼·科尔,LuigiDeLuca,尼古拉·迪·平托,费米·依鲁福祖,伊斯顿·盖奇,凯文·麦克纳利,布莱恩·普林格,沙拉·鲁宾,希思科特·威廉姆斯,阿妮妲·扎格利亚,安吉洛·迪洛雷塔,剧情,音乐"
1292722,"1912,年,4,月,10,日,号称,世界,工业,史上,奇迹,豪华,客轮,泰坦,坦尼,尼克,泰坦尼克号,处女,处女航,英国,南安,南安普顿,出发,驶往,美国,纽约,美国纽约,富家,少女,罗丝,凯特,•,温丝,莱特,母亲,未婚,未婚夫,卡尔,坐上,头等,头等舱,；,另一边,放荡,不羁,放荡不羁,少年,画家,杰克,莱昂,昂纳,莱昂纳多,迪卡,普里,奥,码头,一场,赌博,中,赢得,下,舱,船票,罗丝,厌倦,上流,社会,上流社会,虚伪,生活,不愿,嫁给,卡尔,打算,投海,自尽,杰克,救起,很快,美丽,活泼,罗丝,英俊,开朗,杰克,相爱,杰克,带罗丝,参加,下,舱,舞会,画像,二人,感情,升温,1912,年,4,月,14,日,星期,星期天,晚上,一个,平浪,风平浪静,夜晚,泰坦,坦尼,尼克,泰坦尼克号,撞,上,冰山,永不,沉没,泰坦,坦尼,尼克,泰坦尼克号,面临,沉船,命运,罗丝,杰克,刚,萌芽,爱情,经历,生死,考验,詹姆斯,卡梅隆,詹姆斯,卡梅隆,莱昂,昂纳,莱昂纳多,迪卡,普里,奥,凯特,温丝,莱特,比利,赞恩,凯西,贝茨,兰西,弗兰西,丝,费舍,格劳瑞亚,图尔,尔特,斯图尔,斯图尔特,比尔,克斯,帕克斯,顿,伯纳德,希尔,大卫,沃纳,维克,维克多,加博,乔纳森,海德,苏茜,爱,米斯,刘易斯,阿伯,内西,古拉,拉斯,尼古拉,尼古拉斯,卡斯,柯恩,阿那,托利,萨加,维奇,洛维奇,丹尼,努齐,杰森,贝瑞,伊万,图尔,尔特,斯图尔,斯图尔特,艾恩,格拉,法德,乔纳森,菲利,菲利普,利普斯,菲利普斯,马克,林赛,查普曼,理查,查德,理查德,格拉,翰,保罗,布赖,赖特,布赖特,威尔,瑞克,艾瑞克,布里,登,洛特,夏洛特,查顿,博纳德,福克,克斯,福克斯,迈克,克尔,迈克尔,英塞恩,法妮,布雷,布雷特,马丁,贾,维斯,罗莎,琳,尔斯,艾尔斯,罗,切尔,罗斯,乔纳森,伊万,斯,琼斯,西蒙,克,雷恩,爱德,德华,爱德华,德,弗莱,弗莱彻,科特,斯科特,安德森,马丁,伊斯,斯特,伊斯特,克雷格,凯利,格雷,戈里,格雷戈,格雷戈里,库克,利亚,利亚姆,图伊,詹姆斯,斯特,兰开斯,兰开斯特,艾尔莎,瑞雯,卢,尔特,帕尔特,泰瑞,佛,瑞斯,塔,凯文,德,拉,诺伊,剧情,爱情,灾难,美国,泰坦,坦尼,尼克,泰坦尼克号,泰坦尼克号,莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩,凯西·贝茨,弗兰西丝·费舍,格劳瑞亚·斯图尔特,比尔·帕克斯顿,伯纳德·希尔,大卫·沃纳,维克多·加博,乔纳森·海德,苏茜·爱米斯,刘易斯·阿伯内西,尼古拉斯·卡斯柯恩,阿那托利·萨加洛维奇,丹尼·努齐,杰森·贝瑞,伊万·斯图尔特,艾恩·格拉法德,乔纳森·菲利普斯,马克·林赛·查普曼,理查德·格拉翰,保罗·布赖特威尔,艾瑞克·布里登,夏洛特·查顿,博纳德·福克斯,迈克尔·英塞恩,法妮·布雷特,马丁·贾维斯,罗莎琳·艾尔斯,罗切尔·罗斯,乔纳森·伊万斯-琼斯,西蒙·克雷恩,爱德华德·弗莱彻,斯科特·安德森,马丁·伊斯特,克雷格·凯利,格雷戈里·库克,利亚姆·图伊,詹姆斯·兰开斯特,艾尔莎·瑞雯,卢·帕尔特,泰瑞·佛瑞斯塔,凯文·德·拉·诺伊,剧情,爱情,灾难"
